Date,Day,Employee_ID,Shift,Role,Hours_worked,Hourly_rate,Job_status
2024-04-17,Wednesday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-17,Wednesday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-17,Wednesday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-17,Wednesday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-17,Wednesday,A4,8pm-10pm,chef,2.0,17,full-time
2024-04-17,Wednesday,B2,8pm-10pm,service,2.0,16,full-time
2024-04-17,Wednesday,B4,8pm-10pm,service,2.0,16,full-time
2024-04-17,Wednesday,C2,8pm-10pm,dishwasher,2.0,16,full-time
2024-04-18,Thursday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-18,Thursday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-18,Thursday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-18,Thursday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-18,Thursday,B1,10am-4.30pm,service,6.5,16,full-time
2024-04-18,Thursday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-18,Thursday,B4,10am-4.30pm,service,6.5,16,full-time
2024-04-18,Thursday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-18,Thursday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-18,Thursday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-18,Thursday,B1,7pm-10pm,service,3.0,16,full-time
2024-04-18,Thursday,B2,7pm-10pm,service,3.0,16,full-time
2024-04-18,Thursday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-18,Thursday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-19,Friday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-19,Friday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-04-19,Friday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-19,Friday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-19,Friday,B1,10am-4.30pm,service,6.5,16,full-time
2024-04-19,Friday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-19,Friday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-19,Friday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-19,Friday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-19,Friday,A3,7pm-10pm,chef,3.0,17,full-time
2024-04-19,Friday,B1,7pm-10pm,service,3.0,16,full-time
2024-04-19,Friday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-19,Friday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-19,Friday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-20,Saturday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-20,Saturday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-04-20,Saturday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-20,Saturday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-20,Saturday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-20,Saturday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-20,Saturday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-20,Saturday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-20,Saturday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-20,Saturday,A4,7pm-10pm,chef,3.0,17,full-time
2024-04-20,Saturday,A5,7pm-10pm,chef,3.0,17,full-time
2024-04-20,Saturday,B2,7pm-10pm,service,3.0,16,full-time
2024-04-20,Saturday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-20,Saturday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-20,Saturday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-20,Saturday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-20,Saturday,A1,8pm-10pm,chef,2.0,17,full-time
2024-04-20,Saturday,B4,8pm-10pm,service,2.0,16,full-time
2024-04-20,Saturday,B5,8pm-10pm,service,2.0,16,full-time
2024-04-20,Saturday,C1,8pm-10pm,dishwasher,2.0,16,full-time
2024-04-21,Sunday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-21,Sunday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-21,Sunday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-21,Sunday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-21,Sunday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-21,Sunday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-21,Sunday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-21,Sunday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-21,Sunday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-21,Sunday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-21,Sunday,A2,7pm-10pm,chef,3.0,17,full-time
2024-04-21,Sunday,B3,7pm-10pm,service,3.0,16,full-time
2024-04-21,Sunday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-21,Sunday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-21,Sunday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-21,Sunday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-21,Sunday,B1,8pm-10pm,service,2.0,16,full-time
2024-04-22,Monday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-04-22,Monday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-22,Monday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-22,Monday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-22,Monday,B1,10am-4.30pm,service,6.5,16,full-time
2024-04-22,Monday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-22,Monday,B5,10am-4.30pm,service,6.5,16,full-time
2024-04-22,Monday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-22,Monday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-22,Monday,A2,7pm-10pm,chef,3.0,17,full-time
2024-04-22,Monday,B1,7pm-10pm,service,3.0,16,full-time
2024-04-22,Monday,B3,7pm-10pm,service,3.0,16,full-time
2024-04-22,Monday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-22,Monday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-22,Monday,B2,8pm-10pm,service,2.0,16,full-time
2024-04-23,Tuesday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-23,Tuesday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-23,Tuesday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-23,Tuesday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-23,Tuesday,B1,10am-4.30pm,service,6.5,16,full-time
2024-04-23,Tuesday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-23,Tuesday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-23,Tuesday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-23,Tuesday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-23,Tuesday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-23,Tuesday,B1,7pm-10pm,service,3.0,16,full-time
2024-04-23,Tuesday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-23,Tuesday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-23,Tuesday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-24,Wednesday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-24,Wednesday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-04-24,Wednesday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-24,Wednesday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-24,Wednesday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-24,Wednesday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-24,Wednesday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-24,Wednesday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-24,Wednesday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-24,Wednesday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-24,Wednesday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-24,Wednesday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-24,Wednesday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-24,Wednesday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-25,Thursday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-25,Thursday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-04-25,Thursday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-25,Thursday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-25,Thursday,B1,10am-4.30pm,service,6.5,16,full-time
2024-04-25,Thursday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-25,Thursday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-25,Thursday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-25,Thursday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-25,Thursday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-25,Thursday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-25,Thursday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-25,Thursday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-25,Thursday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-26,Friday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-26,Friday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-04-26,Friday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-26,Friday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-26,Friday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-26,Friday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-26,Friday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-26,Friday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-26,Friday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-26,Friday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-26,Friday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-26,Friday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-26,Friday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-26,Friday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-26,Friday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-26,Friday,A2,8pm-10pm,chef,2.0,17,full-time
2024-04-26,Friday,B1,8pm-10pm,service,2.0,16,full-time
2024-04-26,Friday,B2,8pm-10pm,service,2.0,16,full-time
2024-04-26,Friday,C1,8pm-10pm,dishwasher,2.0,16,full-time
2024-04-27,Saturday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-04-27,Saturday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-27,Saturday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-27,Saturday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-27,Saturday,B1,10am-4.30pm,service,6.5,16,full-time
2024-04-27,Saturday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-27,Saturday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-27,Saturday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-27,Saturday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-27,Saturday,A3,7pm-10pm,chef,3.0,17,full-time
2024-04-27,Saturday,A4,7pm-10pm,chef,3.0,17,full-time
2024-04-27,Saturday,B2,7pm-10pm,service,3.0,16,full-time
2024-04-27,Saturday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-27,Saturday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-27,Saturday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-27,Saturday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-27,Saturday,B5,8pm-10pm,service,2.0,16,full-time
2024-04-27,Saturday,C1,8pm-10pm,dishwasher,2.0,16,full-time
2024-04-28,Sunday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-28,Sunday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-28,Sunday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-28,Sunday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-28,Sunday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-28,Sunday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-28,Sunday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-28,Sunday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-28,Sunday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-28,Sunday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-28,Sunday,A2,7pm-10pm,chef,3.0,17,full-time
2024-04-28,Sunday,B1,7pm-10pm,service,3.0,16,full-time
2024-04-28,Sunday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-28,Sunday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-28,Sunday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-28,Sunday,D3,7pm-10pm,service,3.0,15,part-time
2024-04-28,Sunday,A3,8pm-10pm,chef,2.0,17,full-time
2024-04-28,Sunday,B2,8pm-10pm,service,2.0,16,full-time
2024-04-28,Sunday,B4,8pm-10pm,service,2.0,16,full-time
2024-04-28,Sunday,C2,8pm-10pm,dishwasher,2.0,16,full-time
2024-04-29,Monday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-29,Monday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-29,Monday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-29,Monday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-04-29,Monday,B1,10am-4.30pm,service,6.5,16,full-time
2024-04-29,Monday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-29,Monday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-29,Monday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-29,Monday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-29,Monday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-29,Monday,A3,7pm-10pm,chef,3.0,17,full-time
2024-04-29,Monday,B1,7pm-10pm,service,3.0,16,full-time
2024-04-29,Monday,B2,7pm-10pm,service,3.0,16,full-time
2024-04-29,Monday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-29,Monday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-29,Monday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-29,Monday,A4,8pm-10pm,chef,2.0,17,full-time
2024-04-29,Monday,B4,8pm-10pm,service,2.0,16,full-time
2024-04-29,Monday,B5,8pm-10pm,service,2.0,16,full-time
2024-04-29,Monday,C1,8pm-10pm,dishwasher,2.0,16,full-time
2024-04-30,Tuesday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-04-30,Tuesday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-04-30,Tuesday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-04-30,Tuesday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-04-30,Tuesday,B2,10am-4.30pm,service,6.5,16,full-time
2024-04-30,Tuesday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-04-30,Tuesday,D1,10am-4.30pm,service,6.5,15,part-time
2024-04-30,Tuesday,D2,10am-4.30pm,service,6.5,15,part-time
2024-04-30,Tuesday,D3,10am-4.30pm,service,6.5,15,part-time
2024-04-30,Tuesday,A1,7pm-10pm,chef,3.0,17,full-time
2024-04-30,Tuesday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-04-30,Tuesday,D1,7pm-10pm,service,3.0,15,part-time
2024-04-30,Tuesday,D2,7pm-10pm,service,3.0,15,part-time
2024-04-30,Tuesday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-01,Friday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-01,Friday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-05-01,Friday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-05-01,Friday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-05-01,Friday,B1,10am-4.30pm,service,6.5,16,full-time
2024-05-01,Friday,B2,10am-4.30pm,service,6.5,16,full-time
2024-05-01,Friday,B4,10am-4.30pm,service,6.5,16,full-time
2024-05-01,Friday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-01,Friday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-01,Friday,A5,7pm-10pm,chef,3.0,17,full-time
2024-05-01,Friday,B1,7pm-10pm,service,3.0,16,full-time
2024-05-01,Friday,B2,7pm-10pm,service,3.0,16,full-time
2024-05-01,Friday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-01,Friday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-01,Friday,A3,8pm-10pm,chef,2.0,17,full-time
2024-05-01,Friday,B4,8pm-10pm,service,2.0,16,full-time
2024-05-01,Friday,B5,8pm-10pm,service,2.0,16,full-time
2024-05-01,Friday,C2,8pm-10pm,dishwasher,2.0,16,full-time
2024-05-02,Monday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-02,Monday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-05-02,Monday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-05-02,Monday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-05-02,Monday,B3,10am-4.30pm,service,6.5,16,full-time
2024-05-02,Monday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-02,Monday,D1,10am-4.30pm,service,6.5,15,part-time
2024-05-02,Monday,D2,10am-4.30pm,service,6.5,15,part-time
2024-05-02,Monday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-02,Monday,A5,7pm-10pm,chef,3.0,17,full-time
2024-05-02,Monday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-02,Monday,D1,7pm-10pm,service,3.0,15,part-time
2024-05-02,Monday,D2,7pm-10pm,service,3.0,15,part-time
2024-05-02,Monday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-02,Monday,A4,8pm-10pm,chef,2.0,17,full-time
2024-05-02,Monday,B1,8pm-10pm,service,2.0,16,full-time
2024-05-02,Monday,B3,8pm-10pm,service,2.0,16,full-time
2024-05-02,Monday,C1,8pm-10pm,dishwasher,2.0,16,full-time
2024-05-03,Tuesday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-05-03,Tuesday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-03,Tuesday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-05-03,Tuesday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-05-03,Tuesday,B2,10am-4.30pm,service,6.5,16,full-time
2024-05-03,Tuesday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-03,Tuesday,D1,10am-4.30pm,service,6.5,15,part-time
2024-05-03,Tuesday,D2,10am-4.30pm,service,6.5,15,part-time
2024-05-03,Tuesday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-03,Tuesday,A1,7pm-10pm,chef,3.0,17,full-time
2024-05-03,Tuesday,A2,7pm-10pm,chef,3.0,17,full-time
2024-05-03,Tuesday,B3,7pm-10pm,service,3.0,16,full-time
2024-05-03,Tuesday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-03,Tuesday,D1,7pm-10pm,service,3.0,15,part-time
2024-05-03,Tuesday,D2,7pm-10pm,service,3.0,15,part-time
2024-05-03,Tuesday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-03,Tuesday,A4,8pm-10pm,chef,2.0,17,full-time
2024-05-03,Tuesday,B2,8pm-10pm,service,2.0,16,full-time
2024-05-03,Tuesday,B4,8pm-10pm,service,2.0,16,full-time
2024-05-03,Tuesday,B5,8pm-10pm,service,2.0,16,full-time
2024-05-03,Tuesday,C1,8pm-10pm,dishwasher,2.0,16,full-time
2024-05-04,Friday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-05-04,Friday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-04,Friday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-05-04,Friday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-05-04,Friday,B2,10am-4.30pm,service,6.5,16,full-time
2024-05-04,Friday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-04,Friday,D1,10am-4.30pm,service,6.5,15,part-time
2024-05-04,Friday,D2,10am-4.30pm,service,6.5,15,part-time
2024-05-04,Friday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-04,Friday,A1,7pm-10pm,chef,3.0,17,full-time
2024-05-04,Friday,A2,7pm-10pm,chef,3.0,17,full-time
2024-05-04,Friday,B3,7pm-10pm,service,3.0,16,full-time
2024-05-04,Friday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-04,Friday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-04,Friday,D1,7pm-10pm,service,3.0,15,part-time
2024-05-04,Friday,D2,7pm-10pm,service,3.0,15,part-time
2024-05-04,Friday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-04,Friday,B1,8pm-10pm,service,2.0,16,full-time
2024-05-05,Sunday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-05-05,Sunday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-05,Sunday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-05-05,Sunday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-05-05,Sunday,B1,10am-4.30pm,service,6.5,16,full-time
2024-05-05,Sunday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-05,Sunday,D1,10am-4.30pm,service,6.5,15,part-time
2024-05-05,Sunday,D2,10am-4.30pm,service,6.5,15,part-time
2024-05-05,Sunday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-05,Sunday,A1,7pm-10pm,chef,3.0,17,full-time
2024-05-05,Sunday,A2,7pm-10pm,chef,3.0,17,full-time
2024-05-05,Sunday,B1,7pm-10pm,service,3.0,16,full-time
2024-05-05,Sunday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-05,Sunday,D1,7pm-10pm,service,3.0,15,part-time
2024-05-05,Sunday,D2,7pm-10pm,service,3.0,15,part-time
2024-05-05,Sunday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-06,Wednesday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-05-06,Wednesday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-06,Wednesday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-05-06,Wednesday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-05-06,Wednesday,B1,10am-4.30pm,service,6.5,16,full-time
2024-05-06,Wednesday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-06,Wednesday,D1,10am-4.30pm,service,6.5,15,part-time
2024-05-06,Wednesday,D2,10am-4.30pm,service,6.5,15,part-time
2024-05-06,Wednesday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-06,Wednesday,A1,7pm-10pm,chef,3.0,17,full-time
2024-05-06,Wednesday,A2,7pm-10pm,chef,3.0,17,full-time
2024-05-06,Wednesday,B1,7pm-10pm,service,3.0,16,full-time
2024-05-06,Wednesday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-06,Wednesday,D1,7pm-10pm,service,3.0,15,part-time
2024-05-06,Wednesday,D2,7pm-10pm,service,3.0,15,part-time
2024-05-06,Wednesday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-07,Friday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-05-07,Friday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-07,Friday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-05-07,Friday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-05-07,Friday,B1,10am-4.30pm,service,6.5,16,full-time
2024-05-07,Friday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-07,Friday,C2,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-07,Friday,D1,10am-4.30pm,service,6.5,15,part-time
2024-05-07,Friday,D2,10am-4.30pm,service,6.5,15,part-time
2024-05-07,Friday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-07,Friday,A1,7pm-10pm,chef,3.0,17,full-time
2024-05-07,Friday,C2,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-07,Friday,D1,7pm-10pm,service,3.0,15,part-time
2024-05-07,Friday,D2,7pm-10pm,service,3.0,15,part-time
2024-05-07,Friday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-07,Friday,A2,8pm-10pm,chef,2.0,17,full-time
2024-05-07,Friday,B1,8pm-10pm,service,2.0,16,full-time
2024-05-07,Friday,B2,8pm-10pm,service,2.0,16,full-time
2024-05-07,Friday,C1,8pm-10pm,dishwasher,2.0,16,full-time
2024-05-08,Monday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-05-08,Monday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-08,Monday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-05-08,Monday,A4,10am-4.30pm,chef,6.5,17,full-time
2024-05-08,Monday,B2,10am-4.30pm,service,6.5,16,full-time
2024-05-08,Monday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-08,Monday,D1,10am-4.30pm,service,6.5,15,part-time
2024-05-08,Monday,D2,10am-4.30pm,service,6.5,15,part-time
2024-05-08,Monday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-08,Monday,A1,7pm-10pm,chef,3.0,17,full-time
2024-05-08,Monday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-08,Monday,D1,7pm-10pm,service,3.0,15,part-time
2024-05-08,Monday,D2,7pm-10pm,service,3.0,15,part-time
2024-05-08,Monday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-08,Monday,A2,8pm-10pm,chef,2.0,17,full-time
2024-05-08,Monday,B1,8pm-10pm,service,2.0,16,full-time
2024-05-08,Monday,B2,8pm-10pm,service,2.0,16,full-time
2024-05-08,Monday,C2,8pm-10pm,dishwasher,2.0,16,full-time
2024-05-09,Thursday,A1,10am-4.30pm,chef,6.5,17,full-time
2024-05-09,Thursday,A2,10am-4.30pm,chef,6.5,17,full-time
2024-05-09,Thursday,A3,10am-4.30pm,chef,6.5,17,full-time
2024-05-09,Thursday,A5,10am-4.30pm,chef,6.5,17,full-time
2024-05-09,Thursday,B2,10am-4.30pm,service,6.5,16,full-time
2024-05-09,Thursday,C1,10am-4.30pm,dishwasher,6.5,16,full-time
2024-05-09,Thursday,D1,10am-4.30pm,service,6.5,15,part-time
2024-05-09,Thursday,D2,10am-4.30pm,service,6.5,15,part-time
2024-05-09,Thursday,D3,10am-4.30pm,service,6.5,15,part-time
2024-05-09,Thursday,A1,7pm-10pm,chef,3.0,17,full-time
2024-05-09,Thursday,C1,7pm-10pm,dishwasher,3.0,16,full-time
2024-05-09,Thursday,D1,7pm-10pm,service,3.0,15,part-time
2024-05-09,Thursday,D2,7pm-10pm,service,3.0,15,part-time
2024-05-09,Thursday,D3,7pm-10pm,service,3.0,15,part-time
2024-05-09,Thursday,A2,8pm-10pm,chef,2.0,17,full-time
2024-05-09,Thursday,B1,8pm-10pm,service,2.0,16,full-time
2024-05-09,Thursday,B2,8pm-10pm,service,2.0,16,full-time
2024-05-09,Thursday,C2,8pm-10pm,dishwasher,2.0,16,full-time
2024-05-10,Saturday,A1,10am-4.30pm,chef,6.5,17,full-time
