Date,Day,Employee_ID,Role,Shift,Hours_worked,Hourly_rate,Job_status,,,,,,,,,
2024-04-04,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-05,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-05,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-05,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-05,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-05,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-05,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-05,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-05,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-05,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-05,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-06,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-06,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-06,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-06,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-06,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-06,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-06,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-06,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-06,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-06,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-07,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-07,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-07,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-07,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-07,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-07,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-07,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-07,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-07,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-07,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-08,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-08,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-08,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-08,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-08,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-08,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-08,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-08,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-08,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-08,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-09,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-09,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-09,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-09,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-09,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-09,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-09,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-09,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-09,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-09,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-10,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-10,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-10,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-10,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-10,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-10,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-10,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-10,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-10,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-10,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-11,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-11,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-11,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-11,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-11,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-11,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-11,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-11,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-11,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-11,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-12,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-12,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-12,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-12,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-12,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-12,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-12,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-12,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-12,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-12,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-13,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-13,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-13,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-13,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-13,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-13,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-13,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-13,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-13,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-13,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-14,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-14,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-14,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-14,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-14,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-14,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-14,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-14,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-14,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-14,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-15,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-15,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-15,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-15,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-15,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-15,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-15,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-15,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-15,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-15,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-16,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-16,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-16,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-16,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-16,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-16,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-16,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-16,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-16,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-16,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-17,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-17,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-17,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-17,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-17,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-17,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-17,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-17,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-17,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-17,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-18,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-18,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-18,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-18,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-18,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-18,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-18,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-18,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-18,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-18,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-19,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-19,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-19,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-19,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-19,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-19,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-19,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-19,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-19,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-19,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-20,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-20,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-20,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-20,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-20,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-20,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-20,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-20,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-20,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-20,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-21,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-21,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-21,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-21,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-21,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-21,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-21,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-21,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-21,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-21,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-22,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-22,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-22,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-22,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-22,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-22,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-22,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-22,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-22,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-22,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-23,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-23,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-23,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-23,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-23,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-23,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-23,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-23,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-23,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-23,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-24,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-24,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-24,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-24,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-24,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-24,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-24,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-24,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-24,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-24,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-25,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-25,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-25,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-25,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-25,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-25,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-25,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-25,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-25,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-25,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-26,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-26,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-26,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-26,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-26,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-26,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-26,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-26,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-26,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-26,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-27,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-27,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-27,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-27,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-27,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-27,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-27,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-27,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-27,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-27,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-28,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-28,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-28,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-28,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-28,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-28,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-28,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-28,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-28,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-28,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-29,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-29,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-29,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-29,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-29,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-29,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-29,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-29,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-29,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-29,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-30,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-30,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-04-30,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-30,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-30,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-30,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-30,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-04-30,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-30,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-04-30,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-01,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-01,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-01,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-01,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-01,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-01,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-01,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-01,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-01,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-01,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-02,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-02,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-02,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-02,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-02,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-02,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-02,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-02,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-02,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-02,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-03,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-03,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-03,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-03,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-03,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-03,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-03,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-03,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-03,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-03,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-04,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-04,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-04,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-04,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-04,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-04,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-04,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-05-04,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-04,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-04,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-05-05,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-05-05,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
